Name,Synonym,Mol. Form.,Formula,CAS Reg. No.,Mol. Wt.,Mass %,m/mol kg-1,c/mol L-1,ρ/g cm-3,n (589 nm),Δ/ºC,η/mPa s,Target,mass_frac
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,5.0,0.537,0.526,1.0318,1.3391,2.05,1.112,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,6.0,0.651,0.635,1.0385,1.3403,2.5,1.136,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,6.0,0.651,0.635,1.0385,1.3403,2.5,1.136,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,6.0,0.651,0.635,1.0385,1.3403,2.5,1.136,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,7.0,0.767,0.746,1.0453,1.3415,2.95,1.159,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,7.0,0.767,0.746,1.0453,1.3415,2.95,1.159,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,7.0,0.767,0.746,1.0453,1.3415,2.95,1.159,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,8.0,0.887,0.858,1.0522,1.3427,3.49,1.182,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,8.0,0.887,0.858,1.0522,1.3427,3.49,1.182,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,8.0,0.887,0.858,1.0522,1.3427,3.49,1.182,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,9.0,1.008,0.972,1.0591,1.3439,4.08,1.206,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,9.0,1.008,0.972,1.0591,1.3439,4.08,1.206,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,9.0,1.008,0.972,1.0591,1.3439,4.08,1.206,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,10.0,1.133,1.087,1.0661,1.3451,4.64,1.23,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,10.0,1.133,1.087,1.0661,1.3451,4.64,1.23,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,10.0,1.133,1.087,1.0661,1.3451,4.64,1.23,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,11.0,1.26,1.204,1.0731,1.3463,5.25,1.256,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,11.0,1.26,1.204,1.0731,1.3463,5.25,1.256,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,11.0,1.26,1.204,1.0731,1.3463,5.25,1.256,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,12.0,1.39,1.322,1.0802,1.3475,5.93,1.282,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,12.0,1.39,1.322,1.0802,1.3475,5.93,1.282,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,12.0,1.39,1.322,1.0802,1.3475,5.93,1.282,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,13.0,1.524,1.441,1.0874,1.3488,6.67,1.309,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,13.0,1.524,1.441,1.0874,1.3488,6.67,1.309,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,13.0,1.524,1.441,1.0874,1.3488,6.67,1.309,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,14.0,1.66,1.563,1.0947,1.35,7.49,1.337,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,14.0,1.66,1.563,1.0947,1.35,7.49,1.337,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,14.0,1.66,1.563,1.0947,1.35,7.49,1.337,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,15.0,1.799,1.685,1.102,1.3513,8.35,1.367,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,15.0,1.799,1.685,1.102,1.3513,8.35,1.367,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,15.0,1.799,1.685,1.102,1.3513,8.35,1.367,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,16.0,1.942,1.81,1.1094,1.3525,9.26,1.399,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,16.0,1.942,1.81,1.1094,1.3525,9.26,1.399,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,16.0,1.942,1.81,1.1094,1.3525,9.26,1.399,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,17.0,2.088,1.936,1.1169,1.3538,10.23,1.434,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,17.0,2.088,1.936,1.1169,1.3538,10.23,1.434,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,17.0,2.088,1.936,1.1169,1.3538,10.23,1.434,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,18.0,2.238,2.064,1.1245,1.3551,11.29,1.47,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,18.0,2.238,2.064,1.1245,1.3551,11.29,1.47,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,18.0,2.238,2.064,1.1245,1.3551,11.29,1.47,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,19.0,2.392,2.193,1.1321,1.3563,12.43,1.508,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,19.0,2.392,2.193,1.1321,1.3563,12.43,1.508,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,19.0,2.392,2.193,1.1321,1.3563,12.43,1.508,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,20.0,2.549,2.324,1.1398,1.3576,13.64,1.546,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,20.0,2.549,2.324,1.1398,1.3576,13.64,1.546,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,20.0,2.549,2.324,1.1398,1.3576,13.64,1.546,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,22.0,2.876,2.592,1.1554,1.3602,16.48,1.624,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,22.0,2.876,2.592,1.1554,1.3602,16.48,1.624,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,22.0,2.876,2.592,1.1554,1.3602,16.48,1.624,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,24.0,3.22,2.866,1.1714,1.3628,19.85,1.706,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,24.0,3.22,2.866,1.1714,1.3628,19.85,1.706,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,24.0,3.22,2.866,1.1714,1.3628,19.85,1.706,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,26.0,3.582,3.147,1.1872,1.3653,24.29,1.797,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,26.0,3.582,3.147,1.1872,1.3653,24.29,1.797,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,26.0,3.582,3.147,1.1872,1.3653,24.29,1.797,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,28.0,3.965,3.435,1.2031,1.3677,29.65,1.894,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,28.0,3.965,3.435,1.2031,1.3677,29.65,1.894,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,28.0,3.965,3.435,1.2031,1.3677,29.65,1.894,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,30.0,4.37,3.729,1.2191,1.3701,36.21,2.001,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,30.0,4.37,3.729,1.2191,1.3701,36.21,2.001,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,30.0,4.37,3.729,1.2191,1.3701,36.21,2.001,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,32.0,4.798,4.03,1.2353,1.3725,44.76,2.122,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,32.0,4.798,4.03,1.2353,1.3725,44.76,2.122,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,32.0,4.798,4.03,1.2353,1.3725,44.76,2.122,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,34.0,5.252,4.339,1.2518,1.3749,55.28,2.255,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,34.0,5.252,4.339,1.2518,1.3749,55.28,2.255,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,34.0,5.252,4.339,1.2518,1.3749,55.28,2.255,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,36.0,5.735,4.656,1.2685,1.3773,,2.392,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,36.0,5.735,4.656,1.2685,1.3773,,2.392,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,36.0,5.735,4.656,1.2685,1.3773,,2.392,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,38.0,6.249,4.981,1.2855,1.3797,,2.533,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,38.0,6.249,4.981,1.2855,1.3797,,2.533,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,38.0,6.249,4.981,1.2855,1.3797,,2.533,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,40.0,6.797,5.313,1.3028,1.3821,,2.69,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,40.0,6.797,5.313,1.3028,1.3821,,2.69,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,40.0,6.797,5.313,1.3028,1.3821,,2.69,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,42.0,7.383,5.655,1.3205,1.3846,,2.872,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,42.0,7.383,5.655,1.3205,1.3846,,2.872,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,42.0,7.383,5.655,1.3205,1.3846,,2.872,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,44.0,8.011,6.005,1.3386,1.387,,3.073,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,44.0,8.011,6.005,1.3386,1.387,,3.073,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,44.0,8.011,6.005,1.3386,1.387,,3.073,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,46.0,8.685,6.364,1.357,1.3895,,3.299,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,46.0,8.685,6.364,1.357,1.3895,,3.299,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,46.0,8.685,6.364,1.357,1.3895,,3.299,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,48.0,9.411,6.734,1.3759,1.392,,3.546,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,48.0,9.411,6.734,1.3759,1.392,,3.546,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,48.0,9.411,6.734,1.3759,1.392,,3.546,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,50.0,10.196,7.113,1.3952,1.3945,,3.826,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,50.0,10.196,7.113,1.3952,1.3945,,3.826,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,50.0,10.196,7.113,1.3952,1.3945,,3.826,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,52.0,11.045,7.502,1.4149,1.3971,,4.142,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,52.0,11.045,7.502,1.4149,1.3971,,4.142,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,52.0,11.045,7.502,1.4149,1.3971,,4.142,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,54.0,11.969,7.901,1.4351,1.3997,,4.499,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,54.0,11.969,7.901,1.4351,1.3997,,4.499,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,54.0,11.969,7.901,1.4351,1.3997,,4.499,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,56.0,12.976,8.312,1.4558,1.4024,,4.906,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,56.0,12.976,8.312,1.4558,1.4024,,4.906,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,56.0,12.976,8.312,1.4558,1.4024,,4.906,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,58.0,14.08,8.734,1.477,1.405,,5.354,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,58.0,14.08,8.734,1.477,1.405,,5.354,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,58.0,14.08,8.734,1.477,1.405,,5.354,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,60.0,15.294,9.168,1.4987,1.4077,,5.917,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,60.0,15.294,9.168,1.4987,1.4077,,5.917,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,60.0,15.294,9.168,1.4987,1.4077,,5.917,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,62.0,16.635,9.608,1.52,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,62.0,16.635,9.608,1.52,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,62.0,16.635,9.608,1.52,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,64.0,18.126,10.063,1.5421,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,64.0,18.126,10.063,1.5421,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,64.0,18.126,10.063,1.5421,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,66.0,19.792,10.529,1.5646,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,66.0,19.792,10.529,1.5646,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,66.0,19.792,10.529,1.5646,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,68.0,21.666,11.006,1.5874,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,68.0,21.666,11.006,1.5874,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,68.0,21.666,11.006,1.5874,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,70.0,23.79,11.494,1.6105,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,70.0,23.79,11.494,1.6105,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,70.0,23.79,11.494,1.6105,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,72.0,26.218,11.994,1.6338,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,72.0,26.218,11.994,1.6338,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,72.0,26.218,11.994,1.6338,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,74.0,29.019,12.505,1.6574,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,74.0,29.019,12.505,1.6574,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,74.0,29.019,12.505,1.6574,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,76.0,32.287,13.026,1.681,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,76.0,32.287,13.026,1.681,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,76.0,32.287,13.026,1.681,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,78.0,36.149,13.554,1.7043,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,78.0,36.149,13.554,1.7043,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,78.0,36.149,13.554,1.7043,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,80.0,40.783,14.088,1.7272,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,80.0,40.783,14.088,1.7272,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,80.0,40.783,14.088,1.7272,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,82.0,46.447,14.623,1.7491,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,82.0,46.447,14.623,1.7491,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,82.0,46.447,14.623,1.7491,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,84.0,53.528,15.153,1.7693,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,84.0,53.528,15.153,1.7693,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,84.0,53.528,15.153,1.7693,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,86.0,62.631,15.671,1.7872,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,86.0,62.631,15.671,1.7872,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,86.0,62.631,15.671,1.7872,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,88.0,74.769,16.17,1.8022,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,88.0,74.769,16.17,1.8022,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,88.0,74.769,16.17,1.8022,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,90.0,91.762,16.649,1.8144,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,90.0,91.762,16.649,1.8144,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,90.0,91.762,16.649,1.8144,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,92.0,117.251,17.109,1.824,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,92.0,117.251,17.109,1.824,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,92.0,117.251,17.109,1.824,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,94.0,159.734,17.55,1.8312,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,94.0,159.734,17.55,1.8312,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,94.0,159.734,17.55,1.8312,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,96.0,244.698,17.966,1.8355,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,96.0,244.698,17.966,1.8355,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,96.0,244.698,17.966,1.8355,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,98.0,499.592,18.346,1.8361,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,98.0,499.592,18.346,1.8361,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,98.0,499.592,18.346,1.8361,,,,S,0.326932065016
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,100.0,,18.663,1.8305,,,,H,0.0205537443076
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,100.0,,18.663,1.8305,,,,O,0.652514190677
Sulfuric acid,Oil of vitriol,H2O4S,H2SO4,7664-93-9,98.079,100.0,,18.663,1.8305,,,,S,0.326932065016
